areaCode,areaName,areaType,date,cumPeopleVaccinatedSecondDoseByPublishDate,newAdmissions,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newVirusTests
K02000001,United Kingdom,overview,2020-05-21,,841,2567,238,105655
K02000001,United Kingdom,overview,2020-05-20,,851,2703,268,86634
K02000001,United Kingdom,overview,2020-05-19,,881,3046,275,86041
K02000001,United Kingdom,overview,2020-05-18,,850,2576,293,70074
K02000001,United Kingdom,overview,2020-05-17,,793,1834,267,81278
K02000001,United Kingdom,overview,2020-05-16,,813,2075,314,91360
K02000001,United Kingdom,overview,2020-05-15,,871,2522,314,91342
K02000001,United Kingdom,overview,2020-05-14,,909,2622,334,84693
K02000001,United Kingdom,overview,2020-05-13,,966,3308,317,83182
K02000001,United Kingdom,overview,2020-05-12,,983,3388,321,74593
K02000001,United Kingdom,overview,2020-05-11,,1029,3576,309,70332
K02000001,United Kingdom,overview,2020-05-10,,916,2322,348,76507
K02000001,United Kingdom,overview,2020-05-09,,944,2164,378,77152
K02000001,United Kingdom,overview,2020-05-08,,910,3065,383,76963
K02000001,United Kingdom,overview,2020-05-07,,1166,3773,461,77466
K02000001,United Kingdom,overview,2020-05-06,,1206,3818,459,74455
K02000001,United Kingdom,overview,2020-05-05,,1146,3667,465,66919
K02000001,United Kingdom,overview,2020-05-04,,1249,3384,484,72630
K02000001,United Kingdom,overview,2020-05-03,,1188,2981,450,68203
K02000001,United Kingdom,overview,2020-05-02,,1181,3232,494,63559
K02000001,United Kingdom,overview,2020-05-01,,1263,4734,568,74142
K02000001,United Kingdom,overview,2020-04-30,,1442,4958,551,83143
K02000001,United Kingdom,overview,2020-04-29,,1488,5422,572,65643
K02000001,United Kingdom,overview,2020-04-28,,1518,4712,560,45263
K02000001,United Kingdom,overview,2020-04-27,,1538,4702,594,31453
K02000001,United Kingdom,overview,2020-04-26,,1355,3468,633,31610
K02000001,United Kingdom,overview,2020-04-25,,1253,3740,647,29058
K02000001,United Kingdom,overview,2020-04-24,,1525,4951,683,28225
K02000001,United Kingdom,overview,2020-04-23,,1514,5139,678,28024
K02000001,United Kingdom,overview,2020-04-22,,1529,5484,731,23073
K02000001,United Kingdom,overview,2020-04-21,,1712,4762,745,22763
K02000001,United Kingdom,overview,2020-04-20,,1734,4412,783,
K02000001,United Kingdom,overview,2020-04-19,,1657,3852,769,
K02000001,United Kingdom,overview,2020-04-18,,1629,4703,800,
K02000001,United Kingdom,overview,2020-04-17,,1967,4929,819,
K02000001,United Kingdom,overview,2020-04-16,,2011,5272,844,
K02000001,United Kingdom,overview,2020-04-15,,1880,5038,878,
K02000001,United Kingdom,overview,2020-04-14,,2088,4295,857,
K02000001,United Kingdom,overview,2020-04-13,,2162,4165,896,
K02000001,United Kingdom,overview,2020-04-12,,2066,3478,958,
K02000001,United Kingdom,overview,2020-04-11,,2163,3556,956,
K02000001,United Kingdom,overview,2020-04-10,,2463,4312,944,
K02000001,United Kingdom,overview,2020-04-09,,2629,4852,1001,
K02000001,United Kingdom,overview,2020-04-08,,2967,5109,1076,
K02000001,United Kingdom,overview,2020-04-07,,3150,5434,999,
K02000001,United Kingdom,overview,2020-04-06,,3046,5262,895,
K02000001,United Kingdom,overview,2020-04-05,,2916,3583,917,
K02000001,United Kingdom,overview,2020-04-04,,2922,4003,906,
K02000001,United Kingdom,overview,2020-04-03,,2930,4892,840,
K02000001,United Kingdom,overview,2020-04-02,,3286,4852,806,
K02000001,United Kingdom,overview,2020-04-01,,3567,4932,769,
K02000001,United Kingdom,overview,2020-03-31,,2832,4513,661,
K02000001,United Kingdom,overview,2020-03-30,,3192,4258,591,
K02000001,United Kingdom,overview,2020-03-29,,2489,2853,506,
K02000001,United Kingdom,overview,2020-03-28,,2192,2814,436,
K02000001,United Kingdom,overview,2020-03-27,,2229,3182,398,
K02000001,United Kingdom,overview,2020-03-26,,1930,3085,362,
K02000001,United Kingdom,overview,2020-03-25,,2085,2692,303,
K02000001,United Kingdom,overview,2020-03-24,,1718,2370,237,
K02000001,United Kingdom,overview,2020-03-23,,1274,2323,186,
K02000001,United Kingdom,overview,2020-03-22,,,1373,164,
K02000001,United Kingdom,overview,2020-03-21,,,1192,130,
K02000001,United Kingdom,overview,2020-03-20,,,1257,109,
K02000001,United Kingdom,overview,2020-03-19,,,1049,74,
K02000001,United Kingdom,overview,2020-03-18,,,990,68,
K02000001,United Kingdom,overview,2020-03-17,,,788,52,
K02000001,United Kingdom,overview,2020-03-16,,,602,47,
K02000001,United Kingdom,overview,2020-03-15,,,441,32,
K02000001,United Kingdom,overview,2020-03-14,,,362,22,
K02000001,United Kingdom,overview,2020-03-13,,,480,16,
K02000001,United Kingdom,overview,2020-03-12,,,482,13,
K02000001,United Kingdom,overview,2020-03-11,,,402,8,
K02000001,United Kingdom,overview,2020-03-10,,,266,3,
K02000001,United Kingdom,overview,2020-03-09,,,147,5,
K02000001,United Kingdom,overview,2020-03-08,,,57,3,
K02000001,United Kingdom,overview,2020-03-07,,,68,0,
K02000001,United Kingdom,overview,2020-03-06,,,81,0,
K02000001,United Kingdom,overview,2020-03-05,,,50,3,
K02000001,United Kingdom,overview,2020-03-04,,,56,0,
K02000001,United Kingdom,overview,2020-03-03,,,57,2,
K02000001,United Kingdom,overview,2020-03-02,,,39,1,
K02000001,United Kingdom,overview,2020-03-01,,,22,,
K02000001,United Kingdom,overview,2020-02-29,,,5,,
K02000001,United Kingdom,overview,2020-02-28,,,12,,
K02000001,United Kingdom,overview,2020-02-27,,,8,,
K02000001,United Kingdom,overview,2020-02-26,,,4,,
K02000001,United Kingdom,overview,2020-02-25,,,5,,
K02000001,United Kingdom,overview,2020-02-24,,,2,,
K02000001,United Kingdom,overview,2020-02-23,,,1,,
K02000001,United Kingdom,overview,2020-02-22,,,0,,
K02000001,United Kingdom,overview,2020-02-21,,,1,,
K02000001,United Kingdom,overview,2020-02-20,,,0,,
K02000001,United Kingdom,overview,2020-02-19,,,0,,
K02000001,United Kingdom,overview,2020-02-18,,,0,,
K02000001,United Kingdom,overview,2020-02-17,,,0,,
K02000001,United Kingdom,overview,2020-02-16,,,0,,
K02000001,United Kingdom,overview,2020-02-15,,,0,,
K02000001,United Kingdom,overview,2020-02-14,,,0,,
K02000001,United Kingdom,overview,2020-02-13,,,0,,
K02000001,United Kingdom,overview,2020-02-12,,,0,,
K02000001,United Kingdom,overview,2020-02-11,,,1,,
K02000001,United Kingdom,overview,2020-02-10,,,0,,
K02000001,United Kingdom,overview,2020-02-09,,,1,,
K02000001,United Kingdom,overview,2020-02-08,,,4,,
K02000001,United Kingdom,overview,2020-02-07,,,0,,
K02000001,United Kingdom,overview,2020-02-06,,,0,,
K02000001,United Kingdom,overview,2020-02-05,,,1,,
K02000001,United Kingdom,overview,2020-02-04,,,0,,
K02000001,United Kingdom,overview,2020-02-03,,,0,,
K02000001,United Kingdom,overview,2020-02-02,,,0,,
K02000001,United Kingdom,overview,2020-02-01,,,0,,
K02000001,United Kingdom,overview,2020-01-31,,,0,,
K02000001,United Kingdom,overview,2020-01-30,,,2,,
